Itemset,Frequency
"juice, turkey",21
"rice, turkey",16
"carrots, giblets",6
"carrots, sprigs",9
"giblets, onions",3
"giblets, poultry",6
"onions, sage",20
"onions, sprigs",3
"poultry, sage",13
"poultry, sprigs",1
"leaves, turkey",17
"rosemary, sage",14
"rosemary, turkey",7
"sage, turkey",16
"broth, carcass",4
"broth, leftover",1
"broth, stalks",9
"carcass, leaves",5
"carcass, leftover",2
"carcass, peas",2
"carcass, rice",4
"carcass, sage",1
"carcass, stalks",1
"carrots, leftover",3
"carrots, stalks",8
"leaves, leftover",1
"leaves, peas",40
"leaves, poultry",7
"leaves, stalks",2
"leftover, onion",2
"leftover, peas",2
"leftover, pepper",2
"leftover, poultry",1
"leftover, rice",1
"leftover, sage",1
"leftover, salt",1
"leftover, stalks",1
"leftover, water",2
"onion, stalks",12
"peas, rice",90
"peas, sage",5
"peas, stalks",4
"pepper, stalks",14
"poultry, rice",3
"poultry, stalks",1
"rice, sage",11
"rice, stalks",3
"sage, stalks",1
"salt, stalks",9
"stalks, water",9
"broth, wings",3
"butter, wings",11
"carrots, wings",4
"flour, wings",13
"onions, wings",6
"pepper, wings",19
"thyme, wings",5
"water, wings",12
"giblets, leaf",3
"giblets, thyme",8
"giblets, wine",3
"chutney, cinnamon",2
"chutney, cloves",2
"chutney, duck",1
"chutney, ginger",4
"chutney, honey",1
"chutney, jam",1
"chutney, nutmeg",1
"chutney, onions",2
"chutney, parsley",2
"chutney, pepper",7
"chutney, rounds",1
"chutney, sauce",2
"chutney, sugar",1
"chutney, vinegar",2
"cinnamon, duck",1
"cinnamon, jam",1
"cinnamon, rounds",2
"cloves, duck",2
"cloves, jam",1
"duck, ginger",1
"duck, honey",2
"duck, jam",1
"duck, nutmeg",1
"duck, onions",1
"duck, parsley",2
"duck, pepper",7
"duck, rounds",1
"duck, sauce",1
"duck, sugar",3
"duck, vinegar",1
"ginger, jam",1
"ginger, onions",73
"ginger, parsley",15
"ginger, rounds",4
"honey, jam",3
"honey, nutmeg",10
"honey, rounds",2
"jam, nutmeg",1
"jam, onions",3
"jam, parsley",1
"jam, pepper",5
"jam, rounds",1
"jam, sauce",4
"jam, sugar",4
"jam, vinegar",4
"nutmeg, onions",21
"nutmeg, parsley",35
"nutmeg, pepper",159
"nutmeg, rounds",2
"nutmeg, sauce",24
"nutmeg, sugar",109
"nutmeg, vinegar",7
"parsley, sugar",91
"rounds, sauce",11
"rounds, sugar",6
"rounds, vinegar",7
"butter, duck",2
"duck, paprika",1
"duck, salt",3
"garlic, halves",69
"broth, fat",3
"broth, marmalade",3
"broth, marnier",1
"broth, zest",26
"butter, fat",3
"butter, marmalade",3
"butter, marnier",1
"fat, flour",6
"fat, halves",2
"fat, marmalade",1
"fat, marnier",1
"fat, vinegar",4
"fat, zest",2
"flour, marmalade",1
"flour, marnier",1
"halves, marmalade",1
"halves, marnier",1
"halves, vinegar",32
"halves, zest",9
"marmalade, marnier",1
"marmalade, pepper",5
"marmalade, salt",6
"marmalade, vinegar",3
"marmalade, zest",1
"marnier, pepper",1
"marnier, salt",1
"marnier, vinegar",1
"marnier, zest",1
"ginger, halves",14
"ginger, juice",75
"ginger, soy",53
"ginger, stock",27
"ginger, wine",35
"halves, honey",16
"halves, soy",12
"halves, wine",18
"honey, soy",20
"honey, stock",8
"soy, stock",11
"broth, legs",6
"cloves, legs",6
"leaves, legs",5
"legs, oil",10
"legs, onion",13
"legs, pepper",16
"legs, sauce",4
"legs, vinegar",3
"blueberries, breasts",1
"blueberries, butter",10
"blueberries, choy",1
"blueberries, juice",12
"blueberries, leaves",2
"blueberries, mushrooms",1
"blueberries, oil",11
"blueberries, pepper",4
"blueberries, potatoes",1
"blueberries, salt",13
"blueberries, shallots",1
"blueberries, strips",1
"blueberries, sugar",22
"blueberries, vinegar",5
"blueberries, water",6
"breasts, butter",46
"breasts, choy",2
"breasts, juice",14
"breasts, leaves",8
"breasts, mushrooms",17
"breasts, oil",74
"breasts, pepper",90
"breasts, potatoes",10
"breasts, salt",53
"breasts, shallots",2
"breasts, strips",5
"breasts, sugar",11
"breasts, vinegar",9
"breasts, water",35
"butter, choy",3
"butter, strips",35
"choy, juice",6
"choy, leaves",2
"choy, mushrooms",10
"choy, pepper",14
"choy, potatoes",1
"choy, salt",12
"choy, shallots",4
"choy, vinegar",3
"choy, water",14
"juice, shallots",11
"leaves, strips",18
"potatoes, strips",13
"shallots, strips",4
"shallots, sugar",22
"shallots, water",25
"strips, vinegar",39
"apple, celery",31
"apple, crumbs",7
"apple, duck",2
"apple, oil",38
"apple, poultry",4
"celery, crumbs",35
"celery, duck",2
"crumbs, duck",1
"crumbs, poultry",11
"duck, oil",1
"duck, onion",4
"duck, poultry",1
"broth, hock",4
"broth, okra",7
"broth, sausage",88
"broth, tomatoes",265
"celery, hock",5
"celery, legs",5
"celery, okra",14
"celery, sausage",77
"flour, hock",1
"flour, legs",4
"flour, okra",7
"flour, sausage",45
"flour, tomatoes",69
"hock, leaf",2
"hock, legs",1
"hock, meat",1
"hock, oil",3
"hock, okra",1
"hock, onion",9
"hock, onions",1
"hock, pepper",9
"hock, peppers",2
"hock, sausage",5
"hock, shrimp",1
"hock, thyme",5
"hock, tomatoes",1
"hock, water",6
"leaf, legs",1
"leaf, okra",2
"leaf, sausage",14
"leaf, shrimp",9
"legs, meat",1
"legs, okra",1
"legs, onions",4
"legs, peppers",2
"legs, sausage",2
"legs, shrimp",4
"legs, thyme",5
"legs, tomatoes",2
"meat, okra",4
"meat, peppers",15
"meat, sausage",6
"meat, shrimp",11
"meat, tomatoes",35
"oil, okra",14
"oil, sausage",139
"okra, onion",20
"okra, onions",10
"okra, pepper",26
"okra, peppers",5
"okra, sausage",5
"okra, shrimp",7
"okra, thyme",6
"okra, tomatoes",16
"okra, water",15
"onion, sausage",254
"onions, sausage",50
"onions, shrimp",96
"pepper, sausage",283
"peppers, sausage",35
"peppers, tomatoes",107
"sausage, shrimp",23
"sausage, thyme",34
"sausage, tomatoes",99
"sausage, water",107
"leaves, skin",6
"oil, skin",46
"cloves, fat",5
"cloves, shallot",23
"cloves, thighs",54
"cloves, wings",7
"fat, shallot",1
"fat, sugar",4
"fat, thighs",1
"fat, thyme",3
"fat, wings",1
"salt, shallot",44
"salt, wings",14
"shallot, sugar",12
"shallot, thighs",1
"shallot, thyme",16
"shallot, wings",1
"sugar, wings",12
"thighs, thyme",23
"thighs, wings",1
"cinnamon, halves",13
"cinnamon, liqueur",7
"cinnamon, raspberries",3
"cornstarch, halves",18
"cornstarch, liqueur",2
"cornstarch, raspberries",4
"halves, liqueur",2
"halves, raspberries",2
"liqueur, raspberries",1
"liqueur, sugar",16
"liqueur, wine",1
"raspberries, salt",6
"raspberries, sugar",12
"raspberries, wine",2
"berries, fat",1
"berries, garlic",6
"berries, legs",1
"berries, lemon",3
"berries, salt",26
"berries, thyme",10
"fat, garlic",7
"fat, legs",1
"fat, lemon",5
"garlic, legs",6
"legs, lemon",1
"lemon, thyme",28
"fat, wedges",2
"thyme, wedges",14
"cloves, currant",1
"currant, legs",1
"currant, rosemary",1
"currant, salt",2
"currant, spice",1
"currant, wine",1
"legs, rosemary",1
"legs, spice",2
"legs, wine",2
"rosemary, spice",1
"salt, spice",34
"broth, nutmeg",43
"broth, pomegranate",2
"cinnamon, legs",1
"cinnamon, pomegranate",1
"halves, legs",1
"halves, nutmeg",7
"halves, pomegranate",1
"honey, legs",2
"honey, pomegranate",1
"legs, nutmeg",1
"legs, pomegranate",1
"legs, turmeric",1
"nutmeg, oil",108
"nutmeg, onion",101
"nutmeg, pomegranate",1
"nutmeg, turmeric",8
"nutmeg, water",41
"oil, pomegranate",2
"onion, pomegranate",2
"pomegranate, turmeric",1
"pomegranate, water",1
"oil, spice",29
"onion, spice",31
"onions, spice",8
"pepper, spice",31
"fat, lengthwise",2
"lemon, lengthwise",6
"barbecue, concentrate",1
"barbecue, duckling",1
"barbecue, mushrooms",1
"barbecue, soda",1
"barbecue, sugar",3
"barbecue, teriyaki",1
"concentrate, duckling",1
"concentrate, mushrooms",1
"concentrate, soda",3
"concentrate, sugar",11
"concentrate, teriyaki",1
"duckling, mushrooms",1
"duckling, soda",1
"duckling, sugar",1
"duckling, teriyaki",1
"mushrooms, soda",2
"mushrooms, teriyaki",6
"soda, sugar",156
"soda, teriyaki",1
"sugar, teriyaki",12
"biscuits, cornbread",1
"biscuits, duck",1
"biscuits, eggs",2
"biscuits, onion",5
"biscuits, pepper",7
"biscuits, sage",1
"biscuits, salt",1
"biscuits, water",2
"cornbread, duck",1
"cornbread, eggs",6
"cornbread, onion",5
"cornbread, pepper",6
"cornbread, sage",6
"cornbread, salt",4
"cornbread, water",1
"duck, eggs",1
"duck, sage",1
"duck, water",2
"eggs, water",190
"bacon, halves",18
"bacon, salad",3
"bacon, toothpicks",5
"halves, salad",4
"halves, toothpicks",3
"salad, salt",13
"salad, toothpicks",2
"salad, water",7
"salt, toothpicks",3
"toothpicks, water",2
"accent, bacon",1
"accent, blend",1
"accent, cheese",1
"accent, halves",1
"accent, lengthwise",1
"accent, salt",3
"accent, sauce",2
"accent, toothpicks",1
"accent, vinegar",2
"accent, water",2
"accent, worcestershire",1
"bacon, blend",9
"bacon, lengthwise",6
"bacon, vinegar",54
"bacon, worcestershire",9
"blend, cheese",30
"blend, halves",6
"blend, lengthwise",2
"blend, toothpicks",1
"blend, vinegar",5
"blend, water",18
"blend, worcestershire",1
"cheese, lengthwise",48
"cheese, toothpicks",10
"cheese, worcestershire",43
"halves, lengthwise",2
"halves, worcestershire",3
"lengthwise, sauce",27
"lengthwise, toothpicks",1
"lengthwise, worcestershire",2
"sauce, toothpicks",3
"toothpicks, vinegar",2
"toothpicks, worcestershire",1
"vinegar, worcestershire",31
"water, worcestershire",35
"garlic, nectar",2
"garlic, tofu",33
"ginger, nectar",3
"ginger, seeds",47
"ginger, spray",15
"ginger, tofu",23
"nectar, oil",4
"nectar, seeds",2
"nectar, soy",2
"nectar, spray",2
"nectar, tofu",2
"oil, tofu",116
"seeds, spray",10
"seeds, tofu",15
"soy, spray",11
"soy, tofu",26
"spray, tofu",10
"ketchup, seeds",6
"ketchup, syrup",7
"ketchup, tofu",4
"ketchup, vinegar",65
"pepper, syrup",45
"pepper, tofu",83
"sauce, seeds",95
"sauce, syrup",11
"sauce, tofu",69
"seeds, syrup",5
"seeds, vinegar",83
"syrup, tofu",5
"syrup, vinegar",19
"tofu, vinegar",21
"root, tofu",13
"broth, tofu",22
"broth, yeast",6
"flour, sage",19
"flour, tofu",8
"flour, yeast",70
"oil, yeast",46
"pepper, yeast",18
"sage, tofu",4
"sage, yeast",5
"salt, tofu",54
"salt, yeast",75
"tofu, yeast",8
"avocado, cumin",21
"avocado, garlic",28
"avocado, lettuce",19
"avocado, lime",11
"avocado, shells",1
"avocado, tofu",5
"cheese, lettuce",50
"cheese, lime",9
"cheese, shells",26
"cheese, tofu",20
"cilantro, lettuce",15
"cilantro, lime",64
"cilantro, shells",9
"cilantro, tofu",9
"cumin, lettuce",5
"cumin, shells",2
"cumin, tofu",10
"garlic, lettuce",15
"garlic, shells",11
"lettuce, lime",3
"lettuce, oil",43
"lettuce, onion",40
"lettuce, paprika",6
"lettuce, pepper",51
"lettuce, salt",31
"lettuce, sauce",25
"lettuce, shells",3
"lettuce, tofu",3
"lettuce, tomatoes",30
"lime, paprika",11
"lime, sauce",42
"lime, shells",3
"lime, tofu",4
"lime, tomatoes",22
"oil, shells",20
"onion, shells",22
"onion, tofu",70
"paprika, shells",6
"paprika, tofu",7
"pepper, shells",31
"salt, shells",18
"sauce, shells",14
"shells, tofu",1
"shells, tomatoes",8
"tofu, tomatoes",13
"basil, tofu",16
"basil, tomato",88
"crumbs, tofu",12
"crumbs, tomato",19
"tofu, tomato",10
"paste, soy",19
"flour, white",5
"oil, white",14
"pepper, white",17
"salt, white",14
"sauce, white",8
"tofu, white",1
"celery, herb",1
"celery, miso",2
"celery, tamari",3
"celery, tofu",10
"celery, zest",16
"cloves, herb",4
"cloves, miso",3
"cloves, sage",31
"cloves, sprigs",18
"cloves, tamari",4
"cloves, tofu",35
"herb, juice",1
"herb, miso",1
"herb, mushrooms",2
"herb, mustard",1
"herb, onion",10
"herb, sage",1
"herb, sprigs",1
"herb, tamari",1
"herb, thyme",1
"herb, tofu",1
"herb, zest",2
"juice, miso",5
"juice, sage",17
"juice, sprigs",6
"juice, tamari",3
"juice, tofu",22
"miso, mushrooms",8
"miso, mustard",1
"miso, oil",13
"miso, onion",9
"miso, pepper",8
"miso, sage",2
"miso, sprigs",1
"miso, tamari",1
"miso, thyme",1
"miso, tofu",9
"miso, zest",1
"mushrooms, sage",21
"mushrooms, sprigs",9
"mushrooms, tamari",4
"mushrooms, tofu",31
"mushrooms, zest",6
"mustard, sprigs",3
"mustard, tamari",1
"mustard, tofu",8
"oil, tamari",8
"onion, tamari",6
"onion, zest",53
"pepper, tamari",4
"sage, tamari",1
"sage, zest",4
"sprigs, tamari",1
"sprigs, thyme",12
"sprigs, tofu",1
"sprigs, zest",3
"tamari, thyme",1
"tamari, tofu",4
"tamari, zest",1
"thyme, tofu",4
"tofu, zest",4
"cheese, crust",44
"cheese, spinach",258
"crust, garlic",7
"crust, spinach",5
"crust, tofu",6
"garlic, spinach",100
"milk, spinach",50
"milk, tofu",22
"salt, spinach",163
"spinach, tofu",18
"butter, soy",26
"butter, spinach",83
"butter, sriracha",6
"carrots, spinach",55
"carrots, sriracha",5
"cloves, milk",99
"cloves, rice",135
"cloves, spinach",102
"cloves, sriracha",6
"cubes, rice",28
"cubes, soy",14
"cubes, spinach",12
"cubes, sriracha",3
"cubes, sugar",74
"ginger, milk",44
"ginger, spinach",20
"ginger, sriracha",11
"juice, spinach",47
"milk, sriracha",4
"oil, sriracha",22
"pepper, sriracha",14
"rice, spinach",27
"rice, sriracha",7
"rice, sugar",133
"soy, spinach",8
"soy, sriracha",6
"spinach, sriracha",1
"spinach, sugar",26
"sriracha, sugar",12
"broccoli, cheese",82
"broccoli, crust",5
"broccoli, milk",46
"broccoli, mustard",5
"broccoli, nutmeg",8
"broccoli, onion",87
"broccoli, parsley",9
"broccoli, tofu",3
"cheese, mustard",128
"cheese, nutmeg",65
"cloves, crust",6
"crust, mustard",2
"crust, nutmeg",6
"crust, oil",7
"crust, parsley",8
"milk, nutmeg",71
"milk, parsley",122
"mustard, nutmeg",9
"mustard, parsley",72
"nutmeg, salt",155
"nutmeg, tofu",4
"parsley, tofu",10
"buns, tofu",3
"carrots, tofu",22
"cornstarch, flakes",42
"cornstarch, tofu",22
"flakes, soy",25
"flakes, tofu",14
"sugar, tofu",49
"tofu, water",54
"cheese, noodles",149
"eggs, noodles",35
"eggs, nutmeg",69
"eggs, parsley",113
"eggs, tofu",16
"milk, noodles",50
"noodles, nutmeg",8
"noodles, parsley",47
"noodles, salt",122
"noodles, tofu",20
"celery, soy",18
"mayonnaise, soy",7
"mayonnaise, tofu",6
"broccoli, butter",56
"broccoli, mushrooms",10
"broccoli, soy",8
"broccoli, vinegar",11
"butter, tofu",7
"butter, ounce",48
"cilantro, ounce",29
"oil, ounce",98
"onion, ounce",111
"ounce, pepper",122
"ounce, salt",82
"ounce, tofu",14
"cornstarch, hoisin",7
"hoisin, oil",11
"hoisin, onions",6
"hoisin, tofu",2
"onions, tofu",29
"carrot, choy",4
"carrot, cloves",68
"carrot, corn",12
"carrot, mushrooms",33
"carrot, shoots",3
"carrot, sprouts",4
"choy, cloves",6
"choy, corn",1
"choy, cubes",2
"choy, root",5
"choy, shoots",1
"choy, sprouts",2
"cloves, corn",51
"cloves, shoots",1
"corn, cubes",21
"corn, mushrooms",10
"corn, oil",144
"corn, onion",239
"corn, pepper",261
"corn, root",1
"corn, shoots",2
"corn, sprouts",1
"corn, strips",11
"cubes, shoots",2
"mushrooms, shoots",9
"mushrooms, sprouts",14
"oil, shoots",15
"onion, shoots",8
"onion, sprouts",32
"pepper, shoots",11
"root, shoots",4
"root, sprouts",6
"shoots, sprouts",1
"shoots, strips",4
"sprouts, strips",9
"cocoa, crust",1
"cocoa, extract",12
"cocoa, sugar",22
"cocoa, tofu",4
"cocoa, vinegar",4
"crust, extract",12
"crust, sugar",26
"crust, vinegar",2
"extract, tofu",4
"extract, vinegar",5
"butter, root",25
"butter, seeds",44
"cheese, egg",208
"cheese, macaroni",57
"cream, egg",34
"cream, macaroni",9
"cream, spray",35
"egg, macaroni",2
"egg, spray",60
"macaroni, pepper",70
"macaroni, spray",6
"cheese, pimento",1
"mayonnaise, pimento",4
"onion, pimento",5
"pepper, pimento",5
"butter, macaroni",33
"flour, macaroni",21
"macaroni, milk",29
"cheese, extract",37
"cheese, sugar",218
"bread, cheese",74
"macaroni, salt",35
"butter, ham",41
"butter, rolls",13
"cheese, rolls",22
"cheese, seeds",37
"ham, mustard",13
"ham, onion",76
"ham, rolls",3
"ham, seeds",2
"ham, worcestershire",3
"mustard, rolls",6
"mustard, seeds",18
"mustard, worcestershire",38
"onion, rolls",17
"rolls, seeds",3
"rolls, worcestershire",4
"seeds, worcestershire",4
"buttermilk, cheese",13
"buttermilk, cream",11
"buttermilk, mayonnaise",7
"buttermilk, sugar",39
"buttermilk, vinegar",4
"cream, sugar",129
"cream, vinegar",34
"butter, eggs",335
"eggs, extract",113
"eggs, sugar",356
"chips, cream",17
"chips, rolls",1
"chips, slices",2
"cream, rolls",3
"cream, slices",16
"rolls, slices",2
"cheese, olives",114
"cheese, packages",1
"cheese, store",1
"olives, packages",1
"olives, peppers",28
"olives, store",1
"packages, peppers",1
"packages, store",1
"peppers, store",1
"bacon, beer",1
"bacon, popcorn",1
"beer, broth",14
"beer, carrots",14
"beer, celery",8
"beer, cheese",11
"beer, half",2
"beer, popcorn",1
"beer, sauce",13
"beer, worcestershire",6
"broth, popcorn",1
"broth, worcestershire",31
"butter, popcorn",1
"carrots, cheese",113
"carrots, popcorn",1
"carrots, worcestershire",16
"celery, popcorn",1
"celery, worcestershire",24
"cheese, popcorn",1
"cloves, half",42
"cloves, popcorn",1
"flour, popcorn",1
"flour, worcestershire",30
"half, mustard",16
"half, popcorn",1
"half, worcestershire",3
"mustard, popcorn",1
"onion, popcorn",1
"pepper, popcorn",1
"popcorn, salt",1
"popcorn, sauce",1
"popcorn, worcestershire",1
"butter, campbell",2
"campbell, cheese",1
"campbell, eggs",1
"campbell, macaroni",1
"campbell, milk",2
"campbell, paprika",1
"campbell, pepper",6
"eggs, macaroni",16
"macaroni, paprika",7
"crumbs, macaroni",9
"macaroni, oil",23
"buttermilk, garlic",5
"buttermilk, mustard",1
"buttermilk, sauce",1
"butter, sausage",78
"cheese, sausage",174
"crumbs, sausage",22
"macaroni, onion",43
"macaroni, sausage",5
"milk, sausage",50
"cornstarch, nutmeg",9
"cubes, nutmeg",11
"cubes, wine",35
"nutmeg, wine",13
"cinnamon, eggs",109
"cinnamon, pure",2
"cinnamon, soda",70
"eggs, pure",3
"eggs, soda",99
"flour, pure",1
"flour, soda",158
"oil, pure",2
"oil, soda",92
"pure, salt",2
"pure, soda",2
"pure, sugar",3
"salt, soda",136
"butter, nutmeg",124
"butter, soda",60
"cinnamon, extract",70
"cinnamon, ounce",15
"egg, extract",27
"egg, ginger",14
"egg, nutmeg",20
"egg, ounce",17
"egg, soda",50
"extract, ginger",12
"extract, nutmeg",33
"extract, ounce",4
"extract, soda",62
"flour, ginger",34
"flour, nutmeg",89
"flour, ounce",11
"ginger, ounce",21
"ginger, soda",16
"nutmeg, ounce",12
"nutmeg, soda",25
"ounce, soda",4
"ounce, sugar",56
"butter, lay",1
"butter, spray",78
"cheese, lay",1
"flour, lay",1
"flour, spray",59
"lay, macaroni",1
"lay, milk",1
"lay, mustard",1
"lay, onion",1
"lay, pepper",1
"lay, sauce",1
"lay, spray",1
"macaroni, mustard",14
"macaroni, sauce",12
"egg, florets",11
"egg, mayonnaise",29
"florets, paprika",13
"florets, pepper",167
"mayonnaise, paprika",56
"broth, liquid",18
"celery, liquid",17
"celery, pasta",72
"flakes, liquid",10
"flakes, tomato",50
"liquid, oil",29
"liquid, parsley",11
"liquid, pasta",7
"liquid, seasoning",5
"liquid, tomato",9
"liquid, tomatoes",17
"parsley, tomato",69
"pasta, tomato",46
"beans, cheese",199
"beans, flakes",60
"beans, macaroni",8
"beans, paste",19
"beans, sausage",46
"beans, swiss",8
"broth, macaroni",9
"broth, swiss",9
"celery, macaroni",26
"celery, swiss",6
"cheese, flakes",146
"cheese, paste",32
"cheese, swiss",5
"flakes, macaroni",6
"flakes, sausage",36
"flakes, swiss",5
"macaroni, paste",3
"macaroni, swiss",1
"oil, swiss",16
"onion, swiss",10
"paste, sausage",17
"paste, swiss",1
"pepper, swiss",11
"sausage, swiss",2
"flour, temperature",19
"oil, temperature",19
"temperature, water",11
"mix, olives",24
"mix, pasta",20
"mix, salad",7
"mix, tomatoes",44
"olives, pasta",59
"olives, pepper",146
"olives, salad",17
"olives, tomatoes",80
"pasta, salad",19
"salad, tomatoes",27
"cheese, cucumber",36
"cucumber, olives",19
"cucumber, parsley",18
"cucumber, pasta",19
"cucumber, sausage",1
"olives, onion",112
"olives, parsley",35
"olives, sausage",11
